Player,Role,Team,Opponent Team,Opponent Player,Group,Date,Patch,No Game,Side,Time,Champion,Outcome,Level,Kills,Deaths,Assists,CS in Team's Jungle,CSM,GPM,GOLD%,VSPM,WPM,VWPM,WCPM,VS%,DPM,DMG%,KP%,GD@15,Total damage taken,First blood participate,MVP,KP%@15,Frist tower,Tower@15,Total tower,First Dragon,Number of dragon,Number of uti dragon,Number of VB,Herald,First baron,Number of baron,mini team fight,mini team fight win,mini team fight tie,team fight,team fight win,team fight tie,Team jg share
369,TOP,TES,RA,Xiaoxu,\,02.06.2024,v14.10,1,Red,0:29:02,Mordekaiser,Win,17,6,3,8,37,9.5,453,20.70%,0.46,0.28,0.1,0.03,5.70%,657,20.60%,56.00%,1121,30933,0,0,0.6,1,2,11,1,4,0,3,1,1,0,0,0,0,5,4,0,59.3
Tian,JUNGLE,TES,RA,Xiaohao,\,02.06.2024,v14.10,1,Red,0:29:02,Xin_Zhao,Win,16,5,2,14,174,7.6,438,20.00%,1.74,0.31,0.24,0.55,21.60%,421,13.20%,76.00%,356,44125,0,0,0.8,1,2,11,1,4,0,3,1,1,0,0,0,0,5,4,0,59.3
Creme,MID,TES,RA,Vicla,\,02.06.2024,v14.10,1,Red,0:29:02,Hwei,Win,17,7,2,14,4,9,484,22.10%,1.09,0.41,0.1,0.24,13.40%,1059,33.20%,84.00%,592,14155,0,1,0.8,1,2,11,1,4,0,3,1,1,0,0,0,0,5,4,0,59.3
JackeyLove,ADCARRY,TES,RA,Assum,\,02.06.2024,v14.10,1,Red,0:29:02,Senna,Win,14,6,2,16,4,2.5,409,18.70%,3.91,1.31,0.24,0.86,48.30%,790,24.80%,88.00%,-357,10762,0,0,0.6,1,2,11,1,4,0,3,1,1,0,0,0,0,5,4,0,59.3
meiko,SUPPORT,TES,RA,Jwei,\,02.06.2024,v14.10,1,Red,0:29:02,Ornn,Win,15,1,1,14,4,7.6,406,18.60%,0.89,0.41,0.03,0.24,11.00%,259,8.10%,60.00%,2809,20393,1,0,0.2,1,2,11,1,4,0,3,1,1,0,0,0,0,5,4,0,59.3
369,TOP,TES,RA,Xiaoxu,\,02.06.2024,v14.10,2,Blue,0:21:50,Twisted_Fate,Win,14,3,0,7,12,8.9,505,23.30%,0.87,0.32,0.05,0.14,11.10%,670,26.00%,71.40%,2399,8477.36,0,0,0.625,1,3,9,0,2,0,6,1,0,0,2,1,0,0,0,0,62.4
Tian,JUNGLE,TES,RA,Xiaohao,\,02.06.2024,v14.10,2,Blue,0:21:50,Taliyah,Win,13,4,3,2,157,8.6,437,20.20%,1.5,0.55,0.27,0.27,19.00%,299,11.70%,42.90%,1981,15248.5,0,0,0.5,1,3,9,0,2,0,6,1,0,0,2,1,0,0,0,0,62.4
Creme,MID,TES,RA,Vicla,\,02.06.2024,v14.10,2,Blue,0:21:50,Corki,Win,13,4,2,5,0,8.6,450,20.70%,1.52,0.73,0.14,0.32,19.20%,851,33.10%,64.30%,548,11731.2,0,0,0.5,1,3,9,0,2,0,6,1,0,0,2,1,0,0,0,0,62.4
JackeyLove,ADCARRY,TES,RA,Assum,\,02.06.2024,v14.10,2,Blue,0:21:50,Ziggs,Win,13,1,0,5,0,9.1,476,21.90%,1.24,0.46,0.23,0.32,15.70%,571,22.20%,42.90%,2004,6002.85,1,0,0.375,1,3,9,0,2,0,6,1,0,0,2,1,0,0,0,0,62.4
meiko,SUPPORT,TES,RA,Jwei,\,02.06.2024,v14.10,2,Blue,0:21:50,Leona,Win,9,2,0,7,0,1.6,302,13.90%,2.76,1.37,0.46,0.46,35.00%,180,7.00%,64.30%,879,8524.6,1,1,0.625,1,3,9,0,2,0,6,1,0,0,2,1,0,0,0,0,62.4
Xiaoxu,TOP,RA,TES,369,\,02.06.2024,v14.10,2,Red,0:21:50,KSante,Loss,12,1,4,0,0,7.5,304,19.90%,0.6,0.27,0.05,0.14,8.40%,123,9.30%,25.00%,-2399,14469.7,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,37.6
Xiaohao,JUNGLE,RA,TES,Tian,\,02.06.2024,v14.10,2,Red,0:21:50,Ivern,Loss,11,1,2,2,98,5.2,298,19.50%,1.84,0.64,0.23,0.41,25.70%,153,11.70%,75.00%,-1981,8304.13,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,37.6
Vicla,MID,RA,TES,Creme,\,02.06.2024,v14.10,2,Red,0:21:50,Yone,Loss,13,2,3,1,4,8.5,360,23.60%,0.88,0.27,0.18,0.18,12.20%,474,36.10%,75.00%,-548,20728.7,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,37.6
Assum,ADCARRY,RA,TES,JackeyLove,\,02.06.2024,v14.10,2,Red,0:21:50,Varus,Loss,11,0,1,1,0,7.7,348,22.80%,0.67,0.18,0.05,0.18,9.40%,299,22.80%,25.00%,-2004,8693.1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,37.6
Jwei,SUPPORT,RA,TES,meiko,\,02.06.2024,v14.10,2,Red,0:21:50,Ashe,Loss,9,0,4,2,0,1.9,216,14.20%,3.17,1.79,0.37,0.37,44.30%,263,20.10%,50.00%,-879,10269.8,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,37.6
Cube,TOP,OMG,LNG,Zika,\,03.06.2024,v14.10,1,Blue,0:30:14,KSante,Loss,14,1,4,1,0,6.6,318,19.50%,0.98,0.53,0.17,0.17,12.80%,324,22.70%,40.00%,-122,25240.8,0,0,0,1,1,2,0,1,0,6,0,0,0,0,0,0,3,0,1,45
xiaofang,JUNGLE,OMG,LNG,WeiWei,\,03.06.2024,v14.10,1,Blue,0:30:14,Lillia,Loss,15,3,1,2,196,7.8,359,22.00%,1.37,0.3,0.17,0.43,17.90%,501,35.10%,100.00%,83,33825.5,1,0,1,1,1,2,0,1,0,6,0,0,0,0,0,0,3,0,1,45
Angel,MID,OMG,LNG,Scout,\,03.06.2024,v14.10,1,Blue,0:30:14,Tristana,Loss,15,0,3,4,0,9,348,21.30%,1.24,0.53,0.26,0.36,16.20%,216,15.20%,80.00%,201,13529.8,1,0,1,1,1,2,0,1,0,6,0,0,0,0,0,0,3,0,1,45
Starry,ADCARRY,OMG,LNG,GALA,\,03.06.2024,v14.10,1,Blue,0:30:14,Jinx,Loss,14,1,2,1,4,10,401,24.60%,1.17,0.33,0.17,0.4,15.30%,269,18.90%,40.00%,2835,12206.4,1,0,1,1,1,2,0,1,0,6,0,0,0,0,0,0,3,0,1,45
Ppgod,SUPPORT,OMG,LNG,Hang,\,03.06.2024,v14.10,1,Blue,0:30:14,Thresh,Loss,12,0,2,5,0,1.2,207,12.70%,2.9,1.65,0.56,0.3,37.90%,116,8.10%,100.00%,-1802,8622.06,1,0,1,1,1,2,0,1,0,6,0,0,0,0,0,0,3,0,1,45
Zika,TOP,LNG,OMG,Cube,\,03.06.2024,v14.10,1,Red,0:30:14,Camille,Win,16,2,1,8,13,8.3,429,21.80%,1.23,0.33,0.2,0.26,12.40%,463,23.20%,83.30%,122,25541.7,0,1,\,0,1,9,1,3,0,0,1,1,1,0,0,0,3,2,1,55
WeiWei,JUNGLE,LNG,OMG,xiaofang,\,03.06.2024,v14.10,1,Red,0:30:14,Nidalee,Win,16,2,1,9,223,8.6,420,21.30%,3.45,1.26,0.3,0.69,34.80%,485,24.30%,91.70%,-83,28267.8,0,0,\,0,1,9,1,3,0,0,1,1,1,0,0,0,3,2,1,55
Scout,MID,LNG,OMG,Angel,\,03.06.2024,v14.10,1,Red,0:30:14,Taliyah,Win,17,5,1,5,8,10.1,446,22.70%,1,0.46,0.26,0.23,10.10%,439,22.00%,83.30%,-201,8821.38,0,0,\,0,1,9,1,3,0,0,1,1,1,0,0,0,3,2,1,55
GALA,ADCARRY,LNG,OMG,Starry,\,03.06.2024,v14.10,1,Red,0:30:14,Senna,Win,13,3,0,9,0,1.3,313,15.90%,2.95,1.16,0.3,0.53,29.70%,411,20.60%,100.00%,-2835,5622.86,0,0,\,0,1,9,1,3,0,0,1,1,1,0,0,0,3,2,1,55
Hang,SUPPORT,LNG,OMG,Ppgod,\,03.06.2024,v14.10,1,Red,0:30:14,Nautilus,Win,15,0,2,8,0,7.8,361,18.30%,1.3,0.66,0.3,0.2,13.10%,197,9.90%,66.70%,1802,16719.2,0,0,\,0,1,9,1,3,0,0,1,1,1,0,0,0,3,2,1,55
Zika,TOP,LNG,OMG,Cube,\,03.06.2024,v14.10,2,Blue,0:34:11,Skarner,Win,18,2,2,13,4,7.2,387,18.80%,0.88,0.29,0.2,0.23,9.20%,515,17.90%,68.20%,-228,35593.7,0,0,0.286,0,0,9,1,3,0,3,1,1,2,1,0,0,6,4,1,52.3
WeiWei,JUNGLE,LNG,OMG,xiaofang,\,03.06.2024,v14.10,2,Blue,0:34:11,Graves,Win,17,5,2,10,218,8,429,20.90%,1.57,0.29,0.26,0.5,16.30%,575,19.90%,68.20%,-1060,27331,0,0,0.714,0,0,9,1,3,0,3,1,1,2,1,0,0,6,4,1,52.3
Scout,MID,LNG,OMG,Angel,\,03.06.2024,v14.10,2,Blue,0:34:11,LeBlanc,Win,17,8,2,12,0,7.9,496,24.20%,2.17,0.88,0.06,0.82,22.60%,962,33.40%,90.90%,1310,19173.4,1,1,1,0,0,9,1,3,0,3,1,1,2,1,0,0,6,4,1,52.3
GALA,ADCARRY,LNG,OMG,Starry,\,03.06.2024,v14.10,2,Blue,0:34:11,Jhin,Win,18,7,1,10,20,9.7,485,23.60%,1.45,0.38,0.15,0.53,15.10%,760,26.40%,77.30%,-1160,14394.7,0,0,0.429,0,0,9,1,3,0,3,1,1,2,1,0,0,6,4,1,52.3
Hang,SUPPORT,LNG,OMG,Ppgod,\,03.06.2024,v14.10,2,Blue,0:34:11,Rell,Win,13,0,8,18,0,1.2,258,12.50%,3.53,1.96,0.59,0.53,36.70%,69,2.40%,81.80%,59,18602.8,0,0,0.714,0,0,9,1,3,0,3,1,1,2,1,0,0,6,4,1,52.3
Cube,TOP,OMG,LNG,Zika,\,03.06.2024,v14.10,2,Red,0:34:11,Sion,Loss,15,1,3,6,0,6.9,338,19.30%,0.97,0.56,0.15,0.03,9.80%,333,13.70%,46.70%,228,33702.9,0,0,0.25,1,1,3,0,2,0,3,0,0,0,1,1,0,6,1,1,47.7
xiaofang,JUNGLE,OMG,LNG,WeiWei,\,03.06.2024,v14.10,2,Red,0:34:11,Karthus,Loss,16,8,8,5,215,7.7,399,22.70%,2.38,0.97,0.2,0.5,23.90%,947,39.00%,86.70%,1060,32916.2,0,0,0.875,1,1,3,0,2,0,3,0,0,0,1,1,0,6,1,1,47.7
Angel,MID,OMG,LNG,Scout,\,03.06.2024,v14.10,2,Red,0:34:11,Twisted_Fate,Loss,15,2,4,10,6,7.2,373,21.30%,1.55,0.53,0.29,0.64,15.60%,325,13.40%,80.00%,-1310,19257.8,0,0,0.75,1,1,3,0,2,0,3,0,0,0,1,1,0,6,1,1,47.7
Starry,ADCARRY,OMG,LNG,GALA,\,03.06.2024,v14.10,2,Red,0:34:11,Varus,Loss,16,4,2,9,0,9.7,421,24.00%,1.9,0.76,0.12,0.56,19.10%,650,26.70%,86.70%,1160,14037.8,0,0,0.875,1,1,3,0,2,0,3,0,0,0,1,1,0,6,1,1,47.7
Ppgod,SUPPORT,OMG,LNG,Hang,\,03.06.2024,v14.10,2,Red,0:34:11,Nautilus,Loss,12,0,5,10,0,1.2,224,12.80%,3.16,1.7,0.5,0.41,31.70%,175,7.20%,66.70%,-59,19229.2,0,0,0.5,1,1,3,0,2,0,3,0,0,0,1,1,0,6,1,1,47.7
Breathe,TOP,WBG,IG,ZUIAN,\,03.06.2024,v14.10,1,Blue,0:27:46,Skarner,Win,15,3,3,5,0,7.7,380,18.80%,1.27,0.5,0.25,0.18,15.90%,747,24.90%,42.10%,-207,23923.8,0,0,0,1,0,8,1,1,0,1,1,1,1,2,2,0,4,4,0,53.1
Tarzan,JUNGLE,WBG,IG,glfs,\,03.06.2024,v14.10,1,Blue,0:27:46,Nidalee,Win,15,3,1,14,182,7.2,414,20.50%,1.73,0.36,0.29,0.47,21.60%,599,20.00%,89.50%,37,31096.7,0,0,0.667,1,0,8,1,1,0,1,1,1,1,2,2,0,4,4,0,53.1
xiaohu,MID,WBG,IG,neny,\,03.06.2024,v14.10,1,Blue,0:27:46,Taliyah,Win,17,4,0,10,8,9.9,481,23.80%,1.09,0.29,0.22,0.18,13.70%,730,24.30%,73.70%,414,11817.9,0,0,0.667,1,0,8,1,1,0,1,1,1,1,2,2,0,4,4,0,53.1
Light,ADCARRY,WBG,IG,Ahn,\,03.06.2024,v14.10,1,Blue,0:27:46,Ezreal,Win,15,9,0,6,5,9.3,498,24.60%,0.74,0.32,0.07,0.25,9.30%,817,27.20%,78.90%,-214,14480,0,1,1,1,0,8,1,1,0,1,1,1,1,2,2,0,4,4,0,53.1
Crisp,SUPPORT,WBG,IG,Vampire,\,03.06.2024,v14.10,1,Blue,0:27:46,Rell,Win,11,0,3,15,0,0.8,247,12.20%,3.15,1.8,0.68,0.29,39.40%,110,3.70%,78.90%,-830,15333.5,0,0,0.667,1,0,8,1,1,0,1,1,1,1,2,2,0,4,4,0,53.1
ZUIAN,TOP,IG,WBG,Breathe,\,03.06.2024,v14.10,1,Red,0:27:46,RekSai,Loss,14,0,3,3,0,7.2,302,18.60%,1,0.32,0.18,0.14,13.30%,546,24.40%,42.90%,207,36006.1,0,0,0.333,0,0,1,0,2,0,2,0,0,0,2,0,0,4,0,0,46.9
glfs,JUNGLE,IG,WBG,Tarzan,\,03.06.2024,v14.10,1,Red,0:27:46,Viego,Loss,14,2,3,4,171,6.6,320,19.80%,1.15,0.25,0.25,0.14,15.30%,215,9.60%,85.70%,-37,25842.7,1,0,1,0,0,1,0,2,0,2,0,0,0,2,0,0,4,0,0,46.9
neny,MID,IG,WBG,xiaohu,\,03.06.2024,v14.10,1,Red,0:27:46,Corki,Loss,15,2,3,2,1,8.7,356,22.00%,0.73,0.25,0.18,0.11,9.70%,549,24.50%,57.10%,-414,18396,0,0,0.333,0,0,1,0,2,0,2,0,0,0,2,0,0,4,0,0,46.9
Ahn,ADCARRY,IG,WBG,Light,\,03.06.2024,v14.10,1,Red,0:27:46,Varus,Loss,14,1,4,4,0,9,398,24.60%,1.22,0.5,0.18,0.32,16.30%,783,35.00%,71.40%,214,12551.1,1,0,1,0,0,1,0,2,0,2,0,0,0,2,0,0,4,0,0,46.9
Vampire,SUPPORT,IG,WBG,Crisp,\,03.06.2024,v14.10,1,Red,0:27:46,Nautilus,Loss,10,2,6,4,0,1.3,243,15.00%,3.4,1.66,0.65,0.5,45.30%,144,6.40%,85.70%,830,18727.9,1,0,0.667,0,0,1,0,2,0,2,0,0,0,2,0,0,4,0,0,46.9
ZUIAN,TOP,IG,WBG,Breathe,\,03.06.2024,v14.10,2,Blue,0:32:07,Rumble,Win,16,3,3,9,8,6,377,17.90%,0.75,0.28,0.16,0.06,7.00%,664,28.80%,70.60%,427,16398.8,0,0,0.667,0,0,10,1,4,1,6,1,1,2,0,0,0,6,5,0,59.9
glfs,JUNGLE,IG,WBG,Tarzan,\,03.06.2024,v14.10,2,Blue,0:32:07,Graves,Win,18,3,0,12,224,9.2,465,22.10%,2.06,0.4,0.34,0.65,19.20%,548,23.80%,88.20%,211,17681.3,0,0,0.667,0,0,10,1,4,1,6,1,1,2,0,0,0,6,5,0,59.9
neny,MID,IG,WBG,xiaohu,\,03.06.2024,v14.10,2,Blue,0:32:07,Ahri,Win,17,6,1,5,4,9.4,445,21.20%,2.11,0.87,0.28,0.53,19.70%,474,20.60%,64.70%,137,17228.9,0,1,1,0,0,10,1,4,1,6,1,1,2,0,0,0,6,5,0,59.9
Ahn,ADCARRY,IG,WBG,Light,\,03.06.2024,v14.10,2,Blue,0:32:07,Draven,Win,16,5,2,11,4,8,523,24.90%,1.65,0.53,0.19,0.62,15.40%,514,22.30%,94.10%,67,8151.47,0,0,1,0,0,10,1,4,1,6,1,1,2,0,0,0,6,5,0,59.9
Vampire,SUPPORT,IG,WBG,Crisp,\,03.06.2024,v14.10,2,Blue,0:32:07,Rell,Win,13,0,5,17,0,1,292,13.90%,4.17,1.87,0.65,0.65,38.80%,103,4.50%,100.00%,-57,19163.2,0,0,1,0,0,10,1,4,1,6,1,1,2,0,0,0,6,5,0,59.9
Breathe,TOP,WBG,IG,ZUIAN,\,03.06.2024,v14.10,2,Red,0:32:07,KSante,Loss,14,3,4,2,0,6.3,324,19.20%,1.74,0.37,0.22,0.44,17.40%,261,17.60%,45.50%,-427,26222.9,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,40.1
Tarzan,JUNGLE,WBG,IG,glfs,\,03.06.2024,v14.10,2,Red,0:32:07,Ivern,Loss,14,1,2,8,137,4.8,309,18.30%,2.41,1,0.25,0.47,24.20%,215,14.50%,81.80%,-211,9885.26,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,40.1
xiaohu,MID,WBG,IG,neny,\,03.06.2024,v14.10,2,Red,0:32:07,Azir,Loss,17,1,3,6,12,9.5,411,24.30%,1.68,0.81,0.28,0.4,16.80%,506,34.10%,63.60%,-137,14523.4,0,0,0.667,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,40.1
Light,ADCARRY,WBG,IG,Ahn,\,03.06.2024,v14.10,2,Red,0:32:07,Kalista,Loss,14,5,3,3,12,9.2,419,24.80%,0.77,0.25,0,0.19,7.70%,367,24.70%,72.70%,-67,14859.5,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,40.1
Crisp,SUPPORT,WBG,IG,Vampire,\,03.06.2024,v14.10,2,Red,0:32:07,Nautilus,Loss,11,1,5,6,0,1.2,227,13.40%,3.39,2.06,0.72,0.34,33.90%,137,9.20%,63.60%,57,18805.4,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,40.1
Breathe,TOP,WBG,IG,ZUIAN,\,03.06.2024,v14.10,3,Blue,0:32:10,Camille,Win,18,7,2,6,29,9.8,504,26.20%,1.14,0.31,0.16,0.28,11.50%,759,33.30%,76.50%,496,28617,0,1,\,1,0,8,0,3,0,3,1,1,1,0,0,0,3,3,0,55.1
Tarzan,JUNGLE,WBG,IG,glfs,\,03.06.2024,v14.10,3,Blue,0:32:10,Sejuani,Win,16,0,2,11,181,6.7,324,16.80%,1.57,0.4,0.25,0.4,15.80%,217,9.50%,64.70%,-440,32251.9,0,0,\,1,0,8,0,3,0,3,1,1,1,0,0,0,3,3,0,55.1
xiaohu,MID,WBG,IG,neny,\,03.06.2024,v14.10,3,Blue,0:32:10,LeBlanc,Win,16,5,1,7,0,7.7,437,22.70%,1.8,0.78,0.28,0.47,18.10%,736,32.30%,70.60%,671,14501.3,0,0,\,1,0,8,0,3,0,3,1,1,1,0,0,0,3,3,0,55.1
Light,ADCARRY,WBG,IG,Ahn,\,03.06.2024,v14.10,3,Blue,0:32:10,Ashe,Win,16,5,0,7,12,8.8,423,21.90%,1.19,0.34,0.19,0.28,12.00%,438,19.20%,70.60%,-257,10282.1,0,0,\,1,0,8,0,3,0,3,1,1,1,0,0,0,3,3,0,55.1
Crisp,SUPPORT,WBG,IG,Vampire,\,03.06.2024,v14.10,3,Blue,0:32:10,Rakan,Win,13,0,0,13,0,1.3,239,12.40%,4.24,2.58,0.53,0.62,42.70%,131,5.70%,76.50%,-345,10613,0,0,\,1,0,8,0,3,0,3,1,1,1,0,0,0,3,3,0,55.1
ZUIAN,TOP,IG,WBG,Breathe,\,03.06.2024,v14.10,3,Red,0:32:10,KSante,Loss,15,0,3,1,0,7,301,19.10%,1.87,0.59,0.22,0.44,20.10%,196,11.00%,20.00%,-496,28264.5,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,3,0,0,44.9
glfs,JUNGLE,IG,WBG,Tarzan,\,03.06.2024,v14.10,3,Red,0:32:10,Nidalee,Loss,14,1,4,3,166,6,293,18.70%,1.34,0.28,0.25,0.5,14.40%,282,15.90%,80.00%,440,29341.5,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,3,0,0,44.9
neny,MID,IG,WBG,xiaohu,\,03.06.2024,v14.10,3,Red,0:32:10,Aurelion_Sol,Loss,16,2,1,2,0,9,384,24.40%,0.67,0.37,0.16,0.16,7.20%,753,42.50%,80.00%,-671,13633,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,3,0,0,44.9
Ahn,ADCARRY,IG,WBG,Light,\,03.06.2024,v14.10,3,Red,0:32:10,Samira,Loss,15,0,3,2,15,9,362,23.00%,0.74,0.31,0.09,0.25,8.00%,408,23.00%,40.00%,257,16682.8,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,3,0,0,44.9
Vampire,SUPPORT,IG,WBG,Crisp,\,03.06.2024,v14.10,3,Red,0:32:10,Pyke,Loss,11,2,6,1,0,1.4,231,14.70%,4.68,2.77,0.62,0.93,50.40%,135,7.60%,60.00%,345,14251.9,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,3,0,0,44.9
Ale,TOP,AL,UP,Qingtian,\,04.06.2024,v14.10,1,Blue,0:23:49,Rumble,Win,15,5,0,3,8,8.5,470,22.50%,0.89,0.34,0.08,0.04,10.20%,866,36.10%,57.10%,3161,10602.1,0,1,0.571,1,1,8,0,1,0,4,1,1,1,0,0,0,2,2,0,53.7
Croco,JUNGLE,AL,UP,H4cker,\,04.06.2024,v14.10,1,Blue,0:23:49,Viego,Win,14,3,2,4,161,7.7,396,19.00%,1.55,0.25,0.21,0.46,17.80%,296,12.30%,50.00%,470,22874.8,0,0,0.571,1,1,8,0,1,0,4,1,1,1,0,0,0,2,2,0,53.7
Shanks,MID,AL,UP,Yuekai,\,04.06.2024,v14.10,1,Blue,0:23:49,Corki,Win,15,2,0,6,5,10.9,464,22.20%,1.47,0.46,0.13,0.5,16.90%,451,18.80%,57.10%,359,11953,0,0,0.143,1,1,8,0,1,0,4,1,1,1,0,0,0,2,2,0,53.7
Hope,ADCARRY,AL,UP,Doggo,\,04.06.2024,v14.10,1,Blue,0:23:49,Varus,Win,14,3,0,3,0,10.3,488,23.30%,2.3,1.09,0.17,0.5,26.50%,610,25.40%,42.90%,614,4460.24,0,0,0.143,1,1,8,0,1,0,4,1,1,1,0,0,0,2,2,0,53.7
Kael,SUPPORT,AL,UP,Niket,\,04.06.2024,v14.10,1,Blue,0:23:49,Leona,Win,10,1,2,7,0,1,273,13.00%,2.49,1.47,0.5,0.17,28.60%,176,7.30%,57.10%,104,12382.1,0,0,0.571,1,1,8,0,1,0,4,1,1,1,0,0,0,2,2,0,53.7
Qingtian,TOP,UP,AL,Ale,\,04.06.2024,v14.10,1,Red,0:23:49,Darius,Loss,11,0,6,0,4,5.5,275,17.40%,0.61,0.21,0,0.17,8.10%,218,14.80%,0.00%,-3161,21024.4,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,46.3
H4cker,JUNGLE,UP,AL,Croco,\,04.06.2024,v14.10,1,Red,0:23:49,Xin_Zhao,Loss,12,1,4,3,140,7.1,325,20.60%,0.99,0.21,0.17,0.21,13.10%,254,17.20%,100.00%,-470,26935.8,1,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,46.3
Yuekai,MID,UP,AL,Shanks,\,04.06.2024,v14.10,1,Red,0:23:49,Hwei,Loss,14,1,3,2,0,9.2,374,23.70%,0.96,0.59,0.25,0.08,12.80%,536,36.40%,75.00%,-359,10309.3,1,0,0.5,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,46.3
Doggo,ADCARRY,UP,AL,Hope,\,04.06.2024,v14.10,1,Red,0:23:49,Kalista,Loss,12,1,1,3,6,9.4,374,23.70%,1.85,0.97,0.25,0.5,24.60%,342,23.20%,100.00%,-614,10540.3,1,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,46.3
Niket,SUPPORT,UP,AL,Kael,\,04.06.2024,v14.10,1,Red,0:23:49,Nautilus,Loss,10,1,0,3,0,1.9,230,14.60%,3.12,1.6,0.42,0.67,41.40%,122,8.30%,100.00%,-104,7510.67,1,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,46.3
Qingtian,TOP,UP,AL,Ale,\,04.06.2024,v14.10,2,Blue,0:32:09,Gragas,Loss,16,1,3,7,4,7.4,334,19.10%,1.15,0.34,0.12,0.28,12.80%,399,22.90%,72.70%,593,26528.4,0,0,0.667,1,1,4,0,1,0,6,1,0,0,3,1,0,2,1,0,42
H4cker,JUNGLE,UP,AL,Croco,\,04.06.2024,v14.10,2,Blue,0:32:09,Maokai,Loss,14,2,3,8,146,5.3,313,17.80%,1.44,0.31,0.28,0.34,16.00%,200,11.50%,90.90%,-654,29715.2,0,0,0.833,1,1,4,0,1,0,6,1,0,0,3,1,0,2,1,0,42
Yuekai,MID,UP,AL,Shanks,\,04.06.2024,v14.10,2,Blue,0:32:09,Tristana,Loss,16,4,4,5,36,8.6,454,25.90%,1.06,0.44,0.12,0.31,11.80%,513,29.40%,81.80%,337,19017.1,0,0,0.667,1,1,4,0,1,0,6,1,0,0,3,1,0,2,1,0,42
Doggo,ADCARRY,UP,AL,Hope,\,04.06.2024,v14.10,2,Blue,0:32:09,Varus,Loss,16,4,2,4,2,9.8,434,24.70%,1.74,0.84,0.19,0.53,19.40%,536,30.80%,72.70%,-300,14855.1,0,0,0.667,1,1,4,0,1,0,6,1,0,0,3,1,0,2,1,0,42
Niket,SUPPORT,UP,AL,Kael,\,04.06.2024,v14.10,2,Blue,0:32:09,Rell,Loss,12,0,4,8,0,1.1,220,12.50%,3.6,2.12,0.53,0.5,40.10%,95,5.50%,72.70%,-573,16401.4,0,0,0.667,1,1,4,0,1,0,6,1,0,0,3,1,0,2,1,0,42
Ale,TOP,AL,UP,Qingtian,\,04.06.2024,v14.10,2,Red,0:32:09,Jax,Win,17,1,3,2,1,8.1,391,19.30%,1.02,0.56,0.22,0.16,9.60%,372,14.80%,18.80%,-593,26306.3,0,0,0,0,1,9,1,3,0,0,0,1,2,3,2,0,2,1,0,58
Croco,JUNGLE,AL,UP,H4cker,\,04.06.2024,v14.10,2,Red,0:32:09,Karthus,Win,17,5,2,4,250,8.2,408,20.20%,1.84,0.53,0.22,0.25,17.40%,676,26.80%,56.30%,654,24101.3,0,0,0.444,0,1,9,1,3,0,0,0,1,2,3,2,0,2,1,0,58
Shanks,MID,AL,UP,Yuekai,\,04.06.2024,v14.10,2,Red,0:32:09,Jayce,Win,18,4,2,6,1,9.1,440,21.70%,1.16,0.16,0.06,0.53,10.90%,848,33.70%,62.50%,-337,17375.4,1,1,0.444,0,1,9,1,3,0,0,0,1,2,3,2,0,2,1,0,58
Hope,ADCARRY,AL,UP,Doggo,\,04.06.2024,v14.10,2,Red,0:32:09,Kaisa,Win,17,4,1,6,8,10,497,24.60%,2.82,1.21,0.12,0.65,26.70%,501,19.90%,62.50%,300,10247.9,0,0,0.556,0,1,9,1,3,0,0,0,1,2,3,2,0,2,1,0,58
Kael,SUPPORT,AL,UP,Niket,\,04.06.2024,v14.10,2,Red,0:32:09,Nautilus,Win,13,2,3,6,0,1.2,287,14.20%,3.76,1.93,0.68,0.53,35.50%,123,4.90%,50.00%,573,14122.7,0,0,0.444,0,1,9,1,3,0,0,0,1,2,3,2,0,2,1,0,58
Hoya,TOP,TT,FPX,Xiaolaohu,\,04.06.2024,v14.10,1,Blue,0:37:06,Skarner,Win,17,0,1,12,4,6.3,335,17.20%,1.19,0.49,0.35,0.16,13.00%,490,18.30%,80.00%,899,23922.7,0,0,0,1,1,10,0,4,0,3,0,1,2,1,0,1,4,4,0,62.1
